,activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value,action_type,canonical_smiles,mechanism_of_action,tid
1718,895683,29728,6567,294603,402091,=,3.0,nM,1,Ki,,,0,8.52,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,3.0,nM,,,,,Adenosine A1 receptor agonist,114.0
1719,1150998,29765,9137,345568,381693,=,0.7,,0,PCY,,,0,,BAO_0000179,,,,,,1,PCY,=,0.7,,,,,,Phosphodiesterase 4 inhibitor,104679.0
1720,1150998,29765,9137,345568,381693,=,0.7,,0,PCY,,,0,,BAO_0000179,,,,,,1,PCY,=,0.7,,,,,,Phosphodiesterase 3 inhibitor,104707.0
1721,1150998,29765,9137,345568,381693,=,0.7,,0,PCY,,,0,,BAO_0000179,,,,,,1,PCY,=,0.7,,,,,,Adenosine receptor antagonist,105024.0
1722,381735,29767,17813,128909,236019,=,22.8,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,22.8,,,,,,Androgen Receptor antagonist,56.0
1723,381735,29767,17813,128909,236019,=,22.8,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,22.8,,,,,,Glucocorticoid receptor antagonist,25.0
1724,381735,29767,17813,128909,236019,=,22.8,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,22.8,,,,,,Progesterone receptor agonist,36.0
1725,841652,29771,16424,117916,381693,=,0.44,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,0.44,,,,,,Phosphodiesterase 4 inhibitor,104679.0
1726,841652,29771,16424,117916,381693,=,0.44,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,0.44,,,,,,Phosphodiesterase 3 inhibitor,104707.0
1727,841652,29771,16424,117916,381693,=,0.44,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,0.44,,,,,,Adenosine receptor antagonist,105024.0
1728,841651,29772,16424,117916,381693,=,0.46,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,0.46,,,,,,Phosphodiesterase 4 inhibitor,104679.0
1729,841651,29772,16424,117916,381693,=,0.46,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,0.46,,,,,,Phosphodiesterase 3 inhibitor,104707.0
1730,841651,29772,16424,117916,381693,=,0.46,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,0.46,,,,,,Adenosine receptor antagonist,105024.0
1731,718681,29902,17361,224687,76361,=,14.0,nM,1,Ki,,,0,7.85,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,14.0,nM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1732,985890,29907,7507,21050,5797,=,580000.0,nM,1,Ki,,Outside typical range,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.58,mM,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine receptor agonist,105024.0
1733,985888,29909,7507,21050,5797,=,19000000.0,nM,1,Ki,,Outside typical range,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,19.0,mM,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine receptor agonist,105024.0
1734,41551,29963,7689,321570,6480,=,9680000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,I50,=,9.68,mM,,,,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],Unknown,
1735,41552,29964,7689,321570,6480,>,16000000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,I50,>,16.0,mM,,,,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],Unknown,
1736,959178,29971,16764,294945,365281,=,100.0,,0,RSA,,,0,,BAO_0000179,,,,,,1,RSA,=,100.0,,,,,,Glucocorticoid receptor agonist,25.0
1737,875526,29991,11951,161893,16485,=,23000.0,nM,1,Ki,,,0,4.64,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,23.0,uM,,,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Adenosine receptor antagonist,105024.0
1738,887990,29991,11951,161910,381693,=,8000.0,nM,1,Ki,,,0,5.1,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8.0,uM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1739,887990,29991,11951,161910,381693,=,8000.0,nM,1,Ki,,,0,5.1,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8.0,uM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1740,887990,29991,11951,161910,381693,=,8000.0,nM,1,Ki,,,0,5.1,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8.0,uM,,,,,Adenosine receptor antagonist,105024.0
1741,841649,29994,16424,117916,381693,=,6700.0,nM,1,Ki,,,0,5.17,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,6700.0,nM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1742,841649,29994,16424,117916,381693,=,6700.0,nM,1,Ki,,,0,5.17,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,6700.0,nM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1743,841649,29994,16424,117916,381693,=,6700.0,nM,1,Ki,,,0,5.17,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,6700.0,nM,,,,,Adenosine receptor antagonist,105024.0
1744,366159,29995,17161,236166,76361,=,470.0,nM,1,Ki,,,1,6.33,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,470.0,nM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1745,117578,30007,14546,204589,76361,=,470.0,nM,1,Ki,,,1,6.33,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.47,uM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1746,193232,30008,16296,294536,1279531,=,22.0,nM,1,Ki,,,0,7.66,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,22.0,nM,,,,,Adenosine A2a receptor agonist,252.0
1747,708361,30025,15464,123694,5797,=,30.0,nM,1,Ki,,,0,7.52,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,30.0,nM,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine receptor agonist,105024.0
1748,1266283,30082,9019,42272,6317,=,57.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,57.0,%,,,,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Cytochrome P450 19A1 inhibitor,65.0
1749,1266283,30082,9019,42272,6317,=,57.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,57.0,%,,,,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Cytochrome P450 11A1 inhibitor,32.0
1750,1022467,30083,12123,245328,28976,=,2400.0,nM,1,Ki,,,0,5.62,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,2.4,uM,,,,CNC[C@H](O)c1ccc(O)c(O)c1,Adrenergic receptor agonist,105670.0
1751,1022468,30085,12123,245328,28976,=,38.0,nM,1,Ki,,,0,7.42,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.038,uM,,,,CNC[C@H](O)c1ccc(O)c(O)c1,Adrenergic receptor agonist,105670.0
1752,483406,30093,8411,61597,1449134,=,6000.0,nM,1,IC50,,,0,5.22,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6000.0,nM,,,,,Dopamine D2 receptor agonist,72.0
1753,499777,30093,8411,61599,1449134,=,7800.0,nM,1,IC50,,,1,5.11,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7800.0,nM,,,,,Dopamine D2 receptor agonist,72.0
1754,502303,30093,8411,61595,1449134,>,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10000.0,nM,,,,,Dopamine D2 receptor agonist,72.0
1755,1039770,30108,12737,323742,721,>,7000.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,7000.0,nM,,,,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,GABA-A receptor; anion channel positive allosteric modulator,104688.0
1756,1022469,30207,12123,245328,28976,=,1200.0,nM,1,Ki,,,0,5.92,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1.2,uM,,,,CNC[C@H](O)c1ccc(O)c(O)c1,Adrenergic receptor agonist,105670.0
1757,1022470,30208,12123,245328,28976,=,720.0,nM,1,Ki,,,0,6.14,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.72,uM,,,,CNC[C@H](O)c1ccc(O)c(O)c1,Adrenergic receptor agonist,105670.0
1758,1095190,30251,7318,214130,505776,>,10000.0,nM,1,Kd,,,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,<,5.0,,,,,,Beta-1 adrenergic receptor antagonist,50.0
1759,1095190,30251,7318,214130,505776,>,10000.0,nM,1,Kd,,,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,<,5.0,,,,,,Beta-2 adrenergic receptor antagonist,43.0
1760,756572,30258,7232,30625,28976,=,17.0,nM,1,IC50,,,0,7.77,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.7e-08,M l-1,,,,CNC[C@H](O)c1ccc(O)c(O)c1,Adrenergic receptor agonist,105670.0
1761,756573,30269,7232,30625,28976,=,100.0,,0,Relative affinity,,,0,,BAO_0000179,,,,,,1,Relative affinity,=,100.0,,,,,CNC[C@H](O)c1ccc(O)c(O)c1,Adrenergic receptor agonist,105670.0
1762,1199312,30270,7544,42612,678116,<,0.2,,0,Relative potency,,,0,,BAO_0000179,,,,,,1,Relative potency,<,0.2,,,,,,Adrenergic receptor beta antagonist,104700.0
1763,1199312,30270,7544,42612,678116,<,0.2,,0,Relative potency,,,0,,BAO_0000179,,,,,,1,Relative potency,<,0.2,,,,,,Beta-2 adrenergic receptor agonist,43.0
1764,708362,30287,15464,123694,5797,=,10.0,%,0,Displacement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Displacement,=,10.0,%,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine receptor agonist,105024.0
1765,841647,30305,16424,117916,381693,=,9070.0,nM,1,Ki,,,0,5.04,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,9070.0,nM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1766,841647,30305,16424,117916,381693,=,9070.0,nM,1,Ki,,,0,5.04,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,9070.0,nM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1767,841647,30305,16424,117916,381693,=,9070.0,nM,1,Ki,,,0,5.04,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,9070.0,nM,,,,,Adenosine receptor antagonist,105024.0
1768,849816,30305,16424,117911,27029,=,5180.0,nM,1,Ki,,,0,5.29,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,5180.0,nM,,,,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Adenosine A2 receptor antagonist,104729.0
1769,849816,30305,16424,117911,27029,=,5180.0,nM,1,Ki,,,0,5.29,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,5180.0,nM,,,,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,"3',5'-cyclic phosphodiesterase inhibitor",105761.0
1770,857690,30305,16424,117904,16485,=,10400.0,nM,1,Ki,,,0,4.98,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,10400.0,nM,,,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Adenosine receptor antagonist,105024.0
1771,1147777,30334,13295,21488,5797,=,10.0,%,0,Displacement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Displacement,=,10.0,%,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine receptor agonist,105024.0
1772,1148990,30334,13295,21485,149095,=,24.0,%,0,Displacement,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Displacement,=,24.0,%,,,,,Human herpesvirus 1 DNA polymerase inhibitor,27.0
1773,131730,30378,7677,313518,674274,=,31.62,nM,1,Kd,,,0,7.5,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,7.5,,,,,,Adrenergic receptor antagonist,105670.0
1774,131732,30387,7677,313518,674274,=,16.0,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,16.0,,,,,,Adrenergic receptor antagonist,105670.0
1775,41208,30400,11049,92544,3859,=,19.0,nM,1,IC50,,,0,7.72,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,19.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
1776,41208,30400,11049,92544,3859,=,19.0,nM,1,IC50,,,0,7.72,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,19.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
1777,67781,30400,11049,92545,2261,=,17.0,nM,1,IC50,,,0,7.77,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,17.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
1778,67781,30400,11049,92545,2261,=,17.0,nM,1,IC50,,,0,7.77,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,17.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
1779,1044933,30401,12918,135559,557741,=,30.0,nM,1,Ki,,,0,7.52,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,30.0,nM,,,,,Serotonin 4 (5-HT4) receptor agonist,168.0
1780,1157766,30466,13295,21514,467361,=,207000.0,nM,1,Ki,,Outside typical range,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,207.0,uM,,,,,DNA inhibitor,105574.0
1781,792289,30467,16675,268984,76361,=,0.9,nM,1,Ki,,,0,9.05,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.9,nM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1782,366161,30473,17161,236166,76361,=,0.33,nM,1,Ki,,,1,9.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.33,nM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1783,851731,30475,6127,330029,76361,=,0.33,nM,1,Ki,,,1,9.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.33,nM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1784,708363,30489,15464,123694,5797,=,100.0,nM,1,Ki,,,0,7.0,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,100.0,nM,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine receptor agonist,105024.0
1785,359757,30517,8766,111317,27340,=,1.76,uM min-1,0,Activity,,,0,,BAO_0000181,,,,,,1,Activity,=,1.76,uM min-1,,,,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Bacterial 70S ribosome inhibitor,105830.0
1786,1184662,30535,10663,128746,4872,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Phosphodiesterase 4 inhibitor,104679.0
1787,1213691,30535,10663,128749,16485,=,63000.0,nM,1,IC50,,,0,4.2,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,63.0,uM,,,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Adenosine receptor antagonist,105024.0
1788,508445,30536,9707,2400,381693,>,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10000.0,nM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1789,508445,30536,9707,2400,381693,>,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10000.0,nM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1790,508445,30536,9707,2400,381693,>,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10000.0,nM,,,,,Adenosine receptor antagonist,105024.0
1791,952062,30560,127,281617,5797,=,37.0,nM,1,Ki,,,1,7.43,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,37.0,nM,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine receptor agonist,105024.0
1792,845310,30563,10336,176602,381693,=,25000.0,nM,1,Ki,,,1,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25.0,uM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1793,845310,30563,10336,176602,381693,=,25000.0,nM,1,Ki,,,1,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25.0,uM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1794,845310,30563,10336,176602,381693,=,25000.0,nM,1,Ki,,,1,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25.0,uM,,,,,Adenosine receptor antagonist,105024.0
1795,863571,30563,10336,176598,16485,=,48000.0,nM,1,Ki,,,1,4.32,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,48.0,uM,,,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Adenosine receptor antagonist,105024.0
1796,231262,30564,9908,128861,16485,=,48000.0,nM,1,Ki,,,0,4.32,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,48000.0,nM,,,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Adenosine receptor antagonist,105024.0
1797,260772,30564,9908,128863,381693,=,25000.0,nM,1,Ki,,,0,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25000.0,nM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1798,260772,30564,9908,128863,381693,=,25000.0,nM,1,Ki,,,0,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25000.0,nM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1799,260772,30564,9908,128863,381693,=,25000.0,nM,1,Ki,,,0,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25000.0,nM,,,,,Adenosine receptor antagonist,105024.0
1800,836707,30566,11687,342005,381693,=,25300.0,nM,1,Ki,,,1,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25300.0,nM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1801,836707,30566,11687,342005,381693,=,25300.0,nM,1,Ki,,,1,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25300.0,nM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1802,836707,30566,11687,342005,381693,=,25300.0,nM,1,Ki,,,1,4.6,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,25300.0,nM,,,,,Adenosine receptor antagonist,105024.0
1803,836703,30567,11687,342005,381693,=,16000.0,nM,1,Ki,,,1,4.8,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16000.0,nM,,,,,Phosphodiesterase 4 inhibitor,104679.0
1804,836703,30567,11687,342005,381693,=,16000.0,nM,1,Ki,,,1,4.8,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16000.0,nM,,,,,Phosphodiesterase 3 inhibitor,104707.0
1805,836703,30567,11687,342005,381693,=,16000.0,nM,1,Ki,,,1,4.8,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16000.0,nM,,,,,Adenosine receptor antagonist,105024.0
1806,642780,30614,12572,228904,76361,=,0.33,nM,1,Ki,,,0,9.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.33,nM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1807,586535,30627,12548,215447,381693,=,23.1,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,23.1,%,,,,,Phosphodiesterase 4 inhibitor,104679.0
1808,586535,30627,12548,215447,381693,=,23.1,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,23.1,%,,,,,Phosphodiesterase 3 inhibitor,104707.0
1809,586535,30627,12548,215447,381693,=,23.1,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,23.1,%,,,,,Adenosine receptor antagonist,105024.0
1810,586540,30627,12548,215469,16485,=,30.1,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,30.1,%,,,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Adenosine receptor antagonist,105024.0
1811,792286,30636,16675,268984,76361,=,2.3,nM,1,Ki,,,0,8.64,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,2.3,nM,,,,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Adenosine A3 receptor agonist,280.0
1812,146604,30685,15444,104401,721,=,86.1,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,86.1,%,,,,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,GABA-A receptor; anion channel positive allosteric modulator,104688.0
1813,151379,30685,15444,104399,365189,=,73.3,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,73.3,%,,,,,Bacterial DNA-directed RNA polymerase inhibitor,106172.0
1814,152627,30685,15444,104402,419508,=,96.6,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,96.6,%,,,,,Sodium/potassium-transporting ATPase inhibitor,104770.0
1815,158748,30685,15444,104398,921,=,63.4,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,63.4,%,,,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,Sodium channel alpha subunit blocker,105639.0
1816,169789,30685,15444,104404,88100,=,99.0,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,99.0,%,,,,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Human immunodeficiency virus type 1 protease inhibitor,191.0
1817,169789,30685,15444,104404,88100,=,99.0,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,99.0,%,,,,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Cytochrome P450 3A inhibitor,106175.0
1818,172199,30685,15444,104405,51056,=,99.7,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,99.7,%,,,,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,Cyclooxygenase inhibitor,104725.0
1819,176990,30685,15444,104400,1256,=,83.9,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,83.9,%,,,,O=c1ccc2ccccc2o1,Unknown,
1820,183429,30685,15444,104397,27229,=,53.7,%,0,Binding,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Binding,=,53.7,%,,,,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,Glucocorticoid receptor agonist,25.0
